customer_id,signup_date,age,gender,region,acquisition_channel
CUST00119,2025-10-13,35,Male,East,Organic Search
CUST00120,2025-06-12,51,Male,East,Referral
CUST00121,2025-09-23,53,Male,West,Email Campaign
CUST00122,2025-09-18,38,Other,East,Email Campaign
CUST00123,2024-01-08,41,Other,Central,Organic Search
CUST00124,2025-11-27,36,Other,Central,Referral
CUST00125,2024-11-09,25,Other,North,Paid Ads
CUST00126,2025-06-10,23,Female,North,Organic Search
CUST00127,2025-07-06,37,Other,Central,Paid Ads
CUST00128,2025-01-19,27,Female,East,Email Campaign
CUST00129,2025-09-13,28,Male,East,Paid Ads
CUST00130,2025-06-17,34,Other,East,Email Campaign
CUST00131,2024-03-11,40,Female,East,Organic Search
CUST00132,2025-07-29,31,Male,West,Referral
CUST00133,2024-02-26,20,Male,North,Referral
CUST00134,2025-10-25,21,Male,East,Paid Ads
CUST00135,2025-11-16,29,Other,West,Email Campaign
CUST00136,2025-01-25,35,Other,West,Email Campaign
CUST00137,2025-09-26,37,Male,North,Organic Search
CUST00138,2024-11-24,25,Other,South,Email Campaign
CUST00139,2024-03-24,41,Male,East,Email Campaign
CUST00140,2025-02-12,28,Other,South,Social Media
CUST00141,2025-12-08,46,Male,North,Referral
CUST00142,2025-11-05,33,Female,North,Referral
CUST00143,2025-11-09,40,Male,South,Organic Search
CUST00144,2025-01-22,38,Female,Central,Social Media
CUST00145,2025-11-30,55,Other,South,Paid Ads
CUST00146,2025-03-15,49,Male,South,Social Media
CUST00147,2025-09-22,64,Male,South,Referral
CUST00148,2024-05-11,28,Female,South,Referral
CUST00149,2024-09-04,28,Male,North,Social Media
CUST00150,2025-11-02,39,Male,West,Paid Ads
CUST00151,2025-01-10,49,Male,West,Referral
CUST00152,2024-04-23,31,Female,South,Paid Ads
CUST00153,2025-07-29,22,Male,South,Social Media
CUST00154,2025-11-09,59,Female,East,Organic Search
CUST00155,2024-01-19,52,Female,East,Email Campaign
CUST00156,2025-12-22,32,Female,Central,Referral
CUST00157,2024-09-23,36,Male,North,Referral
CUST00158,2024-07-10,52,Male,Central,Referral
CUST00159,2025-08-28,38,Male,North,Email Campaign
CUST00160,2025-10-23,38,Female,East,Referral
CUST00161,2024-06-22,25,Female,Central,Email Campaign
CUST00162,2025-11-25,36,Male,West,Email Campaign
CUST00163,2025-04-15,19,Male,East,Organic Search
CUST00164,2025-04-15,53,Other,West,Organic Search
CUST00165,2025-06-24,52,Other,Central,Paid Ads
CUST00166,2025-01-27,38,Female,West,Organic Search
CUST00167,2024-10-09,45,Other,East,Email Campaign
CUST00168,2024-05-29,54,Female,North,Referral
CUST00169,2024-01-11,50,Other,East,Social Media
CUST00170,2024-11-02,18,Female,West,Referral
CUST00171,2024-08-31,56,Other,South,Paid Ads
CUST00172,2025-03-11,38,Female,West,Paid Ads
CUST00173,2025-10-26,18,Other,Central,Referral
CUST00174,2025-11-17,37,Female,Central,Organic Search
CUST00175,2024-08-18,22,Female,East,Paid Ads
CUST00176,2024-03-31,46,Female,Central,Email Campaign
CUST00177,2024-04-16,42,Other,East,Social Media
CUST00178,2024-08-29,26,Female,West,Paid Ads
CUST00179,2024-11-27,26,Other,West,Paid Ads
CUST00180,2024-01-29,44,Other,North,Referral
CUST00181,2024-07-14,36,Other,Central,Referral
CUST00182,2024-09-11,25,Male,South,Referral
CUST00183,2025-04-28,29,Male,South,Paid Ads
CUST00184,2025-10-06,40,Male,North,Paid Ads
CUST00185,2024-07-12,45,Female,Central,Organic Search
CUST00186,2024-05-26,47,Female,West,Email Campaign
CUST00187,2024-12-05,19,Male,West,Social Media
CUST00188,2025-06-07,54,Female,South,Paid Ads
CUST00189,2024-06-25,44,Other,North,Organic Search
CUST00190,2025-01-07,41,Female,South,Paid Ads
CUST00191,2024-11-09,18,Other,Central,Social Media
CUST00192,2024-09-21,40,Male,Central,Paid Ads
CUST00193,2024-08-13,30,Male,West,Paid Ads
CUST00194,2025-09-15,25,Female,Central,Email Campaign
CUST00195,2025-04-20,37,Other,East,Social Media
CUST00196,2025-01-10,55,Other,Central,Social Media
CUST00197,2025-06-05,25,Other,West,Paid Ads
CUST00198,2024-09-11,35,Other,West,Social Media
CUST00199,2025-02-03,21,Female,South,Referral
CUST00200,2024-04-17,44,Other,West,Paid Ads
CUST00201,2024-04-22,30,Female,West,Organic Search
CUST00202,2025-09-19,27,Other,East,Paid Ads
CUST00203,2025-01-02,41,Female,East,Referral
CUST00204,2024-10-05,37,Other,North,Paid Ads
CUST00205,2025-11-09,31,Male,South,Social Media
CUST00206,2025-04-13,47,Other,South,Paid Ads
CUST00207,2025-01-24,18,Male,West,Social Media
CUST00208,2024-05-10,44,Female,Central,Social Media
CUST00209,2024-10-24,18,Female,North,Paid Ads
CUST00210,2025-03-03,38,Female,West,Email Campaign
CUST00211,2025-02-10,37,Other,North,Email Campaign
CUST00212,2024-02-06,23,Female,West,Organic Search
CUST00213,2024-04-04,50,Female,East,Social Media
CUST00214,2025-04-22,31,Female,Central,Email Campaign
CUST00215,2025-02-20,18,Other,South,Social Media
CUST00216,2025-10-12,28,Male,East,Social Media
CUST00217,2025-11-06,42,Female,North,Social Media
CUST00218,2025-12-20,30,Female,West,Paid Ads
CUST00219,2025-06-02,52,Female,South,Email Campaign
CUST00220,2025-07-10,41,Other,North,Social Media
CUST00221,2024-04-24,42,Other,Central,Organic Search
CUST00222,2025-01-01,32,Male,West,Paid Ads
CUST00223,2025-09-06,52,Female,South,Organic Search
CUST00224,2024-09-20,33,Female,West,Referral
CUST00225,2024-07-29,38,Male,West,Referral
CUST00226,2025-09-21,58,Female,West,Referral
CUST00227,2025-01-15,40,Female,East,Organic Search
CUST00228,2025-10-19,47,Female,North,Email Campaign
CUST00229,2024-08-22,42,Male,East,Paid Ads
CUST00230,2025-01-08,33,Other,North,Organic Search
CUST00231,2025-07-06,32,Male,South,Paid Ads
CUST00232,2025-06-04,27,Male,Central,Paid Ads
CUST00233,2025-02-02,43,Male,South,Social Media
CUST00234,2025-07-28,42,Other,North,Email Campaign
CUST00235,2025-08-15,34,Male,West,Referral
CUST00236,2024-04-14,26,Female,South,Email Campaign
CUST00237,2025-05-20,48,Other,North,Paid Ads
CUST00238,2025-01-14,54,Female,North,Email Campaign
CUST00239,2024-08-29,18,Male,East,Email Campaign
CUST00240,2025-10-25,55,Other,West,Social Media
CUST00241,2025-02-14,67,Other,South,Organic Search
CUST00242,2025-09-02,39,Other,South,Organic Search
CUST00243,2025-11-27,43,Other,East,Email Campaign
CUST00244,2024-04-16,40,Male,Central,Organic Search
CUST00245,2025-02-28,57,Female,Central,Social Media
CUST00246,2025-11-06,31,Other,East,Organic Search
CUST00247,2024-03-20,38,Other,East,Organic Search
CUST00248,2024-10-06,51,Female,West,Organic Search
CUST00249,2024-08-22,25,Female,East,Social Media
CUST00250,2025-10-05,18,Other,South,Social Media
CUST00251,2024-08-30,33,Male,Central,Referral
CUST00252,2024-11-12,58,Other,Central,Social Media
CUST00253,2024-05-03,18,Female,West,Email Campaign
CUST00254,2024-09-10,37,Female,East,Paid Ads
CUST00255,2025-03-18,34,Male,East,Social Media
CUST00256,2025-11-28,24,Male,West,Email Campaign
CUST00257,2025-02-20,38,Other,West,Referral
CUST00258,2025-09-20,37,Male,West,Referral
CUST00259,2024-05-13,37,Male,West,Paid Ads
CUST00260,2024-02-15,31,Female,East,Referral
CUST00261,2024-11-13,18,Female,Central,Referral
CUST00262,2025-01-26,51,Other,North,Email Campaign
CUST00263,2024-05-07,21,Male,North,Paid Ads
CUST00264,2024-10-13,28,Other,West,Social Media
CUST00265,2024-04-19,49,Other,South,Social Media
CUST00266,2024-06-04,53,Other,West,Social Media
CUST00267,2025-04-15,31,Male,North,Referral
CUST00268,2024-06-15,43,Male,West,Paid Ads
CUST00269,2024-06-19,46,Female,Central,Referral
CUST00270,2024-10-05,43,Female,Central,Email Campaign
CUST00271,2024-05-23,45,Female,West,Email Campaign
CUST00272,2024-02-29,34,Female,East,Social Media
CUST00273,2024-01-19,41,Female,East,Referral
CUST00274,2025-09-16,22,Male,North,Paid Ads
CUST00275,2024-08-27,29,Female,North,Email Campaign
CUST00276,2024-07-06,21,Other,South,Paid Ads
CUST00277,2024-10-13,18,Male,West,Referral
CUST00278,2025-10-25,58,Other,Central,Email Campaign
CUST00279,2024-04-08,37,Other,East,Organic Search
CUST00280,2025-07-13,51,Male,East,Paid Ads
CUST00281,2024-01-16,41,Female,South,Referral
CUST00282,2024-06-29,18,Male,Central,Paid Ads
CUST00283,2025-08-07,38,Female,North,Organic Search
CUST00284,2024-07-09,42,Other,East,Paid Ads
CUST00285,2025-10-02,40,Other,West,Organic Search
CUST00286,2025-01-22,26,Male,Central,Referral
CUST00287,2025-08-03,41,Female,West,Social Media
CUST00288,2025-04-10,49,Female,South,Organic Search
CUST00289,2025-10-02,18,Female,West,Organic Search
CUST00290,2024-02-02,22,Male,West,Social Media
CUST00291,2025-05-31,40,Male,Central,Organic Search
CUST00292,2024-09-29,28,Male,South,Email Campaign
CUST00293,2024-09-05,26,Female,North,Paid Ads
CUST00294,2024-11-29,50,Male,Central,Social Media
CUST00295,2025-10-17,27,Other,Central,Email Campaign
CUST00296,2024-07-02,46,Male,Central,Social Media
CUST00297,2024-02-05,68,Female,West,Referral
CUST00298,2025-06-23,36,Other,West,Referral
CUST00299,2024-02-22,37,Other,Central,Organic Search
CUST00300,2024-10-31,59,Other,North,Paid Ads
CUST00301,2025-07-27,45,Other,South,Referral
CUST00302,2025-02-17,49,Other,North,Paid Ads
CUST00303,2024-03-05,37,Male,South,Email Campaign
CUST00304,2025-01-14,45,Male,South,Organic Search
CUST00305,2025-05-27,44,Female,West,Email Campaign
CUST00306,2025-08-17,50,Female,East,Organic Search
CUST00307,2024-12-08,43,Male,East,Referral
CUST00308,2025-02-01,40,Other,West,Organic Search
CUST00309,2024-01-24,25,Other,South,Referral
CUST00310,2025-11-10,50,Other,Central,Paid Ads
CUST00311,2025-12-03,38,Female,North,Email Campaign
CUST00312,2025-08-03,38,Male,South,Referral
CUST00313,2025-02-21,32,Male,North,Organic Search
CUST00314,2025-05-02,34,Male,East,Email Campaign
CUST00315,2025-05-22,35,Other,Central,Referral
CUST00316,2025-07-07,32,Female,North,Social Media
CUST00317,2025-03-14,41,Other,East,Social Media
CUST00318,2024-01-18,48,Female,Central,Email Campaign
CUST00319,2024-01-15,38,Female,West,Organic Search
CUST00320,2025-11-13,50,Other,North,Social Media
CUST00321,2025-12-10,31,Other,East,Email Campaign
CUST00322,2025-03-15,54,Female,North,Organic Search
CUST00323,2025-11-19,32,Male,Central,Email Campaign
CUST00324,2025-05-31,55,Male,East,Email Campaign
CUST00325,2024-03-18,21,Male,South,Social Media
CUST00326,2024-06-12,26,Other,West,Referral
CUST00327,2024-01-13,37,Male,Central,Social Media
CUST00328,2025-04-20,40,Other,West,Organic Search
CUST00329,2025-10-26,49,Female,East,Social Media
CUST00330,2025-12-03,35,Female,East,Organic Search
CUST00331,2024-04-26,39,Male,East,Social Media
CUST00332,2024-12-24,43,Other,West,Referral
CUST00333,2024-05-03,30,Other,West,Email Campaign
CUST00334,2024-09-02,31,Male,West,Organic Search
CUST00335,2025-11-09,55,Female,East,Referral
CUST00336,2024-04-17,31,Male,West,Email Campaign
CUST00337,2024-06-06,40,Male,Central,Social Media
CUST00338,2025-02-10,19,Female,North,Paid Ads
CUST00339,2025-09-06,30,Other,East,Email Campaign
CUST00340,2025-10-30,33,Female,West,Organic Search
CUST00341,2025-07-20,45,Male,East,Email Campaign
CUST00342,2024-10-12,62,Male,East,Social Media
CUST00343,2024-06-30,37,Other,West,Organic Search
CUST00344,2024-06-03,59,Male,Central,Paid Ads
CUST00345,2024-02-23,37,Other,South,Referral
CUST00346,2025-02-18,52,Other,North,Email Campaign
CUST00347,2024-08-31,46,Female,North,Paid Ads
CUST00348,2025-09-07,60,Male,West,Organic Search
CUST00349,2025-04-05,47,Other,South,Social Media
CUST00350,2025-04-21,44,Other,East,Email Campaign
CUST00351,2025-06-10,35,Other,East,Social Media
CUST00352,2025-06-04,39,Female,West,Paid Ads
CUST00353,2025-07-26,38,Female,Central,Paid Ads
CUST00354,2024-07-19,53,Female,South,Email Campaign
CUST00355,2025-11-17,21,Other,South,Organic Search
CUST00356,2025-01-12,46,Female,West,Referral
CUST00357,2024-03-15,40,Other,East,Organic Search
CUST00358,2025-12-10,56,Female,East,Email Campaign
CUST00359,2025-10-14,32,Other,West,Paid Ads
CUST00360,2025-05-10,40,Female,Central,Social Media
CUST00361,2025-02-11,52,Female,East,Email Campaign
CUST00362,2025-09-02,19,Other,West,Social Media
CUST00363,2025-11-03,31,Female,South,Paid Ads
CUST00364,2024-01-18,42,Other,West,Paid Ads
CUST00365,2024-08-14,56,Female,North,Referral
CUST00366,2024-11-08,37,Other,West,Social Media
CUST00367,2025-11-28,20,Female,South,Social Media
CUST00368,2025-07-10,18,Male,South,Email Campaign
CUST00369,2024-06-03,40,Other,East,Organic Search
CUST00370,2024-07-10,31,Female,North,Email Campaign
CUST00371,2025-12-22,45,Female,North,Paid Ads
CUST00372,2025-03-22,36,Female,South,Organic Search
CUST00373,2024-07-10,37,Female,East,Referral
CUST00374,2024-06-09,40,Other,West,Organic Search
CUST00375,2024-01-22,22,Female,Central,Social Media
CUST00376,2024-11-27,55,Female,West,Email Campaign
CUST00377,2025-12-20,42,Male,Central,Organic Search
CUST00378,2025-08-14,43,Male,East,Paid Ads
CUST00379,2025-03-14,40,Other,North,Social Media
CUST00380,2024-12-03,46,Male,North,Social Media
CUST00381,2024-03-28,29,Male,East,Organic Search
CUST00382,2024-12-10,59,Male,East,Organic Search
CUST00383,2025-02-11,48,Female,East,Referral
CUST00384,2024-11-14,30,Female,South,Paid Ads
CUST00385,2024-02-20,32,Other,West,Email Campaign
CUST00386,2024-07-23,18,Other,South,Paid Ads
CUST00387,2025-08-25,26,Male,North,Email Campaign
CUST00388,2025-11-21,37,Female,Central,Paid Ads
CUST00389,2024-12-15,56,Female,Central,Paid Ads
CUST00390,2024-01-07,48,Male,West,Referral
CUST00391,2024-12-28,35,Female,East,Organic Search
CUST00392,2024-02-25,29,Female,East,Email Campaign
CUST00393,2024-04-02,59,Male,North,Social Media
CUST00394,2024-05-20,45,Female,Central,Referral
CUST00395,2024-03-14,54,Other,West,Referral
CUST00396,2025-10-17,49,Female,East,Paid Ads
CUST00397,2025-01-13,46,Female,West,Organic Search
CUST00398,2025-07-15,42,Male,West,Email Campaign
CUST00399,2025-07-24,53,Female,Central,Referral
CUST00400,2025-03-26,40,Other,East,Organic Search
CUST00401,2025-05-27,30,Other,West,Referral
CUST00402,2024-06-02,32,Male,Central,Organic Search
CUST00403,2025-12-11,44,Other,West,Referral
CUST00404,2024-12-14,31,Male,Central,Referral
CUST00405,2025-05-18,38,Male,South,Email Campaign
CUST00406,2025-04-21,39,Female,South,Organic Search
CUST00407,2024-01-22,34,Other,North,Referral
CUST00408,2025-05-24,18,Female,North,Email Campaign
CUST00409,2024-10-24,23,Female,South,Organic Search
CUST00410,2025-12-28,20,Female,East,Social Media
CUST00411,2025-02-09,58,Male,South,Paid Ads
CUST00412,2025-09-03,32,Other,East,Email Campaign
CUST00413,2024-10-22,45,Other,East,Paid Ads
CUST00414,2024-05-27,19,Female,West,Referral
CUST00415,2025-03-18,30,Other,East,Organic Search
CUST00416,2025-09-28,42,Female,North,Paid Ads
CUST00417,2024-06-15,37,Male,West,Email Campaign
CUST00418,2025-09-01,52,Female,North,Social Media
CUST00419,2024-12-26,51,Male,East,Email Campaign
CUST00420,2024-09-30,18,Male,West,Referral
CUST00421,2025-12-15,22,Other,East,Email Campaign
CUST00422,2024-04-01,51,Female,East,Organic Search
CUST00423,2025-12-04,38,Other,South,Social Media
CUST00424,2025-08-03,22,Male,Central,Email Campaign
CUST00425,2024-06-23,56,Female,Central,Paid Ads
CUST00426,2024-04-27,48,Other,North,Social Media
CUST00427,2025-05-30,34,Other,East,Social Media
CUST00428,2025-07-17,62,Male,South,Organic Search
CUST00429,2025-08-30,34,Male,East,Social Media
CUST00430,2024-02-09,35,Male,North,Paid Ads
CUST00431,2025-10-17,46,Other,South,Social Media
CUST00432,2024-12-21,37,Female,East,Email Campaign
CUST00433,2024-04-13,48,Female,Central,Paid Ads
CUST00434,2024-12-26,42,Female,North,Social Media
CUST00435,2025-04-11,51,Other,West,Referral
CUST00436,2025-04-16,25,Male,East,Paid Ads
CUST00437,2025-12-25,30,Female,West,Paid Ads
CUST00438,2024-05-04,60,Female,North,Referral
CUST00439,2025-08-09,39,Other,East,Organic Search
CUST00440,2025-03-08,42,Female,East,Paid Ads
CUST00441,2025-02-03,51,Male,West,Organic Search
CUST00442,2025-04-06,52,Other,South,Email Campaign
CUST00443,2025-03-31,41,Male,North,Referral
CUST00444,2025-12-28,28,Male,South,Email Campaign
CUST00445,2025-12-06,41,Male,North,Email Campaign
CUST00446,2025-05-31,43,Male,Central,Paid Ads
CUST00447,2024-10-09,52,Male,East,Paid Ads
CUST00448,2025-06-17,23,Other,North,Referral
CUST00449,2024-10-31,36,Male,South,Email Campaign
CUST00450,2024-01-05,39,Female,South,Organic Search
CUST00451,2024-09-13,57,Other,North,Paid Ads
CUST00452,2024-11-10,27,Male,East,Paid Ads
CUST00453,2024-09-18,57,Other,East,Organic Search
CUST00454,2024-11-20,50,Male,East,Organic Search
CUST00455,2025-08-27,18,Male,West,Email Campaign
CUST00456,2024-08-26,65,Male,North,Social Media
CUST00457,2024-10-06,50,Female,East,Email Campaign
CUST00458,2025-06-19,67,Other,North,Social Media
CUST00459,2025-05-17,47,Other,South,Email Campaign
CUST00460,2025-10-10,41,Male,Central,Referral
CUST00461,2025-10-16,28,Female,North,Organic Search
CUST00462,2024-06-28,34,Female,West,Social Media
CUST00463,2024-08-03,40,Other,North,Social Media
CUST00464,2025-03-03,54,Other,West,Organic Search
CUST00465,2024-07-09,26,Male,East,Email Campaign
CUST00466,2025-04-21,35,Male,North,Paid Ads
CUST00467,2025-01-02,30,Female,Central,Email Campaign
CUST00468,2024-06-28,41,Other,East,Social Media
CUST00469,2025-12-02,40,Other,Central,Referral
CUST00470,2025-03-19,54,Female,Central,Email Campaign
CUST00471,2025-11-25,38,Female,North,Organic Search
CUST00472,2024-05-28,38,Other,Central,Paid Ads
CUST00473,2024-10-14,23,Female,West,Paid Ads
CUST00474,2024-07-11,29,Female,East,Social Media
CUST00475,2024-10-23,29,Female,West,Organic Search
CUST00476,2024-11-12,41,Female,West,Referral
CUST00477,2024-04-27,45,Other,East,Referral
CUST00478,2024-03-08,42,Male,West,Organic Search
CUST00479,2025-03-25,49,Male,North,Organic Search
CUST00480,2024-09-30,64,Female,North,Referral
CUST00481,2024-12-13,28,Male,Central,Organic Search
CUST00482,2025-05-17,57,Other,Central,Email Campaign
CUST00483,2025-11-24,44,Female,North,Social Media
CUST00484,2024-02-25,57,Female,West,Organic Search
CUST00485,2025-09-17,31,Female,Central,Referral
CUST00486,2024-09-05,25,Female,North,Email Campaign
CUST00487,2024-12-29,40,Other,South,Paid Ads
CUST00488,2025-03-31,19,Other,West,Paid Ads
CUST00489,2024-08-15,52,Male,East,Email Campaign
CUST00490,2025-11-21,23,Female,North,Referral
CUST00491,2025-05-26,29,Other,South,Social Media
CUST00492,2025-11-01,37,Other,Central,Email Campaign
CUST00493,2025-04-28,40,Other,Central,Organic Search
CUST00494,2024-11-11,21,Other,East,Organic Search
CUST00495,2024-08-31,51,Male,East,Referral
CUST00496,2024-06-13,45,Female,East,Organic Search
CUST00497,2024-04-16,52,Male,South,Email Campaign
CUST00498,2025-03-12,39,Other,West,Organic Search
CUST00499,2025-06-12,39,Male,North,Organic Search
CUST00500,2025-05-11,36,Other,Central,Paid Ads
CUST00501,2024-07-31,28,Female,West,Social Media
CUST00502,2025-10-17,22,Female,South,Referral
CUST00503,2024-08-01,24,Female,East,Email Campaign
CUST00504,2024-12-26,18,Other,North,Organic Search
CUST00505,2024-12-13,38,Male,South,Email Campaign
CUST00506,2025-09-06,36,Male,North,Referral
CUST00507,2025-07-18,29,Female,West,Social Media
CUST00508,2024-10-09,49,Other,West,Social Media
CUST00509,2025-05-01,38,Female,South,Email Campaign
CUST00510,2025-07-29,37,Male,East,Social Media
CUST00511,2025-08-26,37,Male,East,Email Campaign
CUST00512,2025-06-19,47,Female,Central,Referral
CUST00513,2024-12-17,25,Male,South,Social Media
CUST00514,2024-02-17,34,Other,North,Organic Search
CUST00515,2024-04-04,38,Male,East,Paid Ads
CUST00516,2025-12-05,44,Male,East,Referral
CUST00517,2024-12-20,26,Female,North,Organic Search
CUST00518,2024-05-31,36,Female,West,Paid Ads
CUST00519,2025-03-31,35,Male,West,Email Campaign
CUST00520,2025-11-27,55,Other,South,Email Campaign
CUST00521,2025-05-01,30,Other,East,Organic Search
CUST00522,2024-02-13,34,Female,North,Social Media
CUST00523,2025-11-28,43,Male,West,Organic Search
CUST00524,2025-03-12,52,Female,Central,Social Media
CUST00525,2024-10-25,21,Other,West,Social Media
CUST00526,2024-10-16,35,Female,North,Social Media
CUST00527,2025-05-28,31,Male,East,Paid Ads
CUST00528,2024-06-30,18,Other,West,Referral
CUST00529,2024-04-05,20,Male,West,Organic Search
CUST00530,2024-06-17,40,Male,West,Email Campaign
CUST00531,2025-11-13,37,Female,Central,Organic Search
CUST00532,2025-01-18,44,Female,East,Referral
CUST00533,2025-08-14,37,Male,East,Paid Ads
CUST00534,2024-08-15,26,Male,Central,Organic Search
CUST00535,2024-11-29,21,Other,Central,Paid Ads
